region_name,Experiment,Model,region_mae,region_bias
Республика Северная Осетия - Алания,A,RandomForest,3.629198914961474,0.8686152788759648
Республика Татарстан (Татарстан),A,RandomForest,9.033291698400605,0.7621197054173022
Республика Тыва,A,RandomForest,3.4942262934128743,2.3934739126894464
Республика Хакасия,A,RandomForest,3.7676069900048326,-1.8733745497410403
Ростовская область,A,RandomForest,9.804121449637554,-3.417981019110812
Рязанская область,A,RandomForest,5.5761172378911175,-2.9029656722378925
Самарская область,A,RandomForest,3.360807461315894,-2.128851742680659
Саратовская область,A,RandomForest,8.269153721103654,-0.8537099139321699
Сахалинская область,A,RandomForest,2.8414975016618933,-0.8799056857150424
Свердловская область,A,RandomForest,5.740933215337861,4.068229989115396
Смоленская область,A,RandomForest,3.7066156588147603,-2.547485710292987
Ставропольский край,A,RandomForest,5.422982879723645,-2.3520209318917655
Тамбовская область,A,RandomForest,12.6420620272103,-1.4166145954613532
Тверская область,A,RandomForest,2.72068968187364,-1.0370628828816262
Томская область,A,RandomForest,4.549583178796254,0.8012065401496559
Тульская область,A,RandomForest,7.559778681495693,-2.7799487304263906
Тюменская область,A,RandomForest,6.796594773796676,3.838168656764015
Удмуртская Республика,A,RandomForest,5.42652727136069,-0.35878399470304007
Ульяновская область,A,RandomForest,3.799114307281139,-3.799114307281139
Хабаровский край,A,RandomForest,5.380842410467761,-0.9923237318306484
Ханты-Мансийский автономный округ - Югра,A,RandomForest,6.653546582624493,-2.832190980129795
Челябинская область,A,RandomForest,2.4908357812238378,1.2394616361861257
Чеченская Республика,A,RandomForest,5.289787328661132,1.9632344895954903
Чувашская Республика - Чувашия,A,RandomForest,4.249810307067187,-0.6979490941675994
Чукотский автономный округ,A,RandomForest,5.726889180803245,-1.4509682843175404
Ямало-Ненецкий автономный округ,A,RandomForest,3.362882478397186,-0.9933404728647339
Ярославская область,A,RandomForest,6.187485959987218,4.441577615678356
город Москва,A,RandomForest,2.955527574478266,2.955527574478266
город Санкт-Петербург,A,RandomForest,3.393877030535809,2.382151163076831
Алтайский край,B,RandomForest,12.753584060889871,2.0969392840475485
Амурская область,B,RandomForest,9.450353907543445,1.0503490746254485
Архангельская область,B,RandomForest,8.2562290396725,4.9073333702212265
Астраханская область,B,RandomForest,4.7197235726085065,2.0630832725050534
Белгородская область,B,RandomForest,4.644005567285865,1.0162105894062456
Брянская область,B,RandomForest,1.428387856232528,-0.4027204219298544
Владимирская область,B,RandomForest,9.516444347165802,1.4266120123392767
Волгоградская область,B,RandomForest,0.7227475614203899,-0.3833520789417821
Вологодская область,B,RandomForest,8.606469483508187,3.2975291568308003
Воронежская область,B,RandomForest,4.936206310372003,-0.9327079771189366
Еврейская автономная область,B,RandomForest,4.581555393861498,-0.5882923926071353
Забайкальский край,B,RandomForest,6.456285949781595,3.309485616015713
Ивановская область,B,RandomForest,10.924609374586689,1.6397656834747416
Иркутская область,B,RandomForest,10.996975525791818,2.393014657851955
Кабардино-Балкарская Республика,B,RandomForest,3.0691776715985952,-0.9795227534360172
Калининградская область,B,RandomForest,6.60649053461379,1.799879930471987
Калужская область,B,RandomForest,9.477579558941502,3.354472062254288
Камчатский край,B,RandomForest,8.552011328183061,2.155200628657145
Карачаево-Черкесская Республика,B,RandomForest,2.3903542500880097,-0.7620339080055638
Кемеровская область - Кузбасс,B,RandomForest,2.5471408641819653,0.1065733528121869
Кировская область,B,RandomForest,8.368767617790013,5.827466704617163
Костромская область,B,RandomForest,12.370738935686669,3.5792232789321754
Краснодарский край,B,RandomForest,2.6651554707718392,0.5511084015565763
Красноярский край,B,RandomForest,8.81767223021979,2.2103625254157753
Курганская область,B,RandomForest,8.530224353119673,2.9689625852253076
Курская область,B,RandomForest,6.3768720978978,1.0352790865115835
Ленинградская область,B,RandomForest,5.564942926965995,1.8061688162414284
Липецкая область,B,RandomForest,5.774758314262827,0.6437142126697507
Магаданская область,B,RandomForest,5.003480604630444,-0.2529393729252156
Московская область,B,RandomForest,5.199984423761165,0.0616862352452765
Мурманская область,B,RandomForest,8.298494936585834,4.405412345585915
Ненецкий автономный округ,B,RandomForest,14.740363703363121,3.1831891447200285
Нижегородская область,B,RandomForest,4.196933117514171,-0.26533027782853286
Новгородская область,B,RandomForest,9.67937000521718,4.87002952459045
Новосибирская область,B,RandomForest,10.788267191446787,2.6933822622929946
Омская область,B,RandomForest,12.929826532127146,2.2533870460433882
Оренбургская область,B,RandomForest,10.441960183282738,1.956413908973202
Орловская область,B,RandomForest,8.05390295766923,2.689996162918705
Пензенская область,B,RandomForest,2.289467897782752,-0.034747462668346905
Пермский край,B,RandomForest,9.613353654757617,3.0013233244571516
Приморский край,B,RandomForest,11.319862299435092,1.5397860819373441
Псковская область,B,RandomForest,7.177305436793652,2.325264790154817
Республика Адыгея (Адыгея),B,RandomForest,3.0455488773562913,-0.9621120789785614
Республика Алтай,B,RandomForest,10.033867739217671,0.43774323616937966
Республика Башкортостан,B,RandomForest,3.3783712359265343,-1.9983169238606362
Республика Бурятия,B,RandomForest,9.020618480289842,1.4017601701538929
Республика Дагестан,B,RandomForest,1.2261608529263264,0.5969494314459253
Республика Ингушетия,B,RandomForest,3.6995430658401,-1.1353755601666449
Республика Калмыкия,B,RandomForest,14.011465970045856,5.447403762695008
Республика Карелия,B,RandomForest,8.160843744283055,7.075711550906807
Республика Коми,B,RandomForest,12.53778704859672,3.7674090535595943
Республика Марий Эл,B,RandomForest,14.92697528779639,1.0159066738796543
Республика Мордовия,B,RandomForest,1.7167188413163927,0.18641420745711437
Республика Саха (Якутия),B,RandomForest,14.686366385862419,0.9337109654936396
Республика Северная Осетия - Алания,B,RandomForest,2.747667412888711,2.255070440430445
Республика Татарстан (Татарстан),B,RandomForest,2.6450724272249193,-0.1303180640895829
Республика Тыва,B,RandomForest,2.366462593871131,-0.3872516310227528
Республика Хакасия,B,RandomForest,12.754699653272285,2.3831201863358893
Ростовская область,B,RandomForest,5.675073211542586,-0.09089885695562631
Рязанская область,B,RandomForest,3.477626619383699,-0.3682031193556436
Самарская область,B,RandomForest,7.0822191080152015,0.336211892976805
Саратовская область,B,RandomForest,7.468576997265084,-2.9759253778652623
Сахалинская область,B,RandomForest,11.211958278725524,1.5179014237079684
Свердловская область,B,RandomForest,9.011476861659753,3.3627415943727654
Смоленская область,B,RandomForest,7.388700265707674,1.629579590255588
Ставропольский край,B,RandomForest,2.679814800746191,1.1768998416466518
Тамбовская область,B,RandomForest,2.562649515251248,1.1853020021281697
Тверская область,B,RandomForest,9.407314951880759,3.1826506864291493
Томская область,B,RandomForest,9.470867063231012,4.180347687407935
Тульская область,B,RandomForest,3.026689953005542,0.7405335074187042
Тюменская область,B,RandomForest,3.843485386323731,3.1713713261208416
Удмуртская Республика,B,RandomForest,9.653780829700116,1.97907089639701
Ульяновская область,B,RandomForest,12.831611711207417,-0.2455109117187361
Хабаровский край,B,RandomForest,12.56531067389468,3.7276339089858888
Ханты-Мансийский автономный округ - Югра,B,RandomForest,4.681315187149887,0.9464993110620004
Челябинская область,B,RandomForest,9.367955291503675,5.082438531478552
Чеченская Республика,B,RandomForest,4.8703055699316025,-0.8758769525882762
Чувашская Республика - Чувашия,B,RandomForest,9.75764263375385,4.479459429960769
Чукотский автономный округ,B,RandomForest,6.612260149465141,3.1121122396206737
Ямало-Ненецкий автономный округ,B,RandomForest,2.3377361765858278,-0.7941054668195596
Ярославская область,B,RandomForest,13.049188569256946,5.912878500545266
город Москва,B,RandomForest,13.805047451081478,2.9549509166525927
город Санкт-Петербург,B,RandomForest,8.072293978246327,4.964181588303139
Алтайский край,A,HistGradientBoosting,4.411695307478031,0.6828694962062016
Амурская область,A,HistGradientBoosting,7.047323919382285,-1.666860709563668
Архангельская область,A,HistGradientBoosting,6.157840483375459,2.9166672896154835
Астраханская область,A,HistGradientBoosting,5.129357034443632,3.5875382154159925
Белгородская область,A,HistGradientBoosting,8.73396398169208,-3.7181473578899755
Брянская область,A,HistGradientBoosting,12.20481072190887,-5.614263391151795
Владимирская область,A,HistGradientBoosting,6.096892339607206,-0.8772005919496421
Волгоградская область,A,HistGradientBoosting,6.102680071800506,-2.684365869362987
Вологодская область,A,HistGradientBoosting,8.932076951462161,3.6825709846392685
Воронежская область,A,HistGradientBoosting,11.185231679240886,-4.372772557310928
Еврейская автономная область,A,HistGradientBoosting,4.671608609014928,-2.2684515148290068
Забайкальский край,A,HistGradientBoosting,5.879397273488073,-1.4386658097820313
Ивановская область,A,HistGradientBoosting,2.8653334167284856,-1.965459804029323
Иркутская область,A,HistGradientBoosting,2.2516625189815453,-2.2516625189815453
Кабардино-Балкарская Республика,A,HistGradientBoosting,2.5374217776052657,2.5374217776052657
Калининградская область,A,HistGradientBoosting,5.478886186989336,-1.4416172409451005
Калужская область,A,HistGradientBoosting,6.503844119641694,-3.0779763035978935
Камчатский край,A,HistGradientBoosting,6.4841571089154755,-1.1045597067090605
Карачаево-Черкесская Республика,A,HistGradientBoosting,4.868555281607663,4.771428010229314
Кемеровская область - Кузбасс,A,HistGradientBoosting,3.6232484898023216,2.365786193391277
Кировская область,A,HistGradientBoosting,6.277953799382,-1.3653152164961753
Костромская область,A,HistGradientBoosting,6.159463340668222,2.468808761014943
Краснодарский край,A,HistGradientBoosting,12.332296775557532,-1.0749718298156552
Красноярский край,A,HistGradientBoosting,4.560489063318523,0.24009823074589973
Курганская область,A,HistGradientBoosting,3.522055602216476,0.21153491703198846
Курская область,A,HistGradientBoosting,8.893929155593682,-3.45286046976075
Ленинградская область,A,HistGradientBoosting,4.600224997081781,1.5144230935783618
Липецкая область,A,HistGradientBoosting,10.39100310766566,-3.1000482628104433
Магаданская область,A,HistGradientBoosting,3.7097967817081936,-0.9104727737134214
Московская область,A,HistGradientBoosting,3.358632690643269,2.5554952915973566
Мурманская область,A,HistGradientBoosting,7.159882522213788,3.8266067764217873
Ненецкий автономный округ,A,HistGradientBoosting,3.3220934562380173,-1.6001126862301973
Нижегородская область,A,HistGradientBoosting,10.726445303300528,-4.031656151422709
Новгородская область,A,HistGradientBoosting,4.668719861779542,-0.838487106085991
Новосибирская область,A,HistGradientBoosting,6.403669983667065,3.0962363634576935
Омская область,A,HistGradientBoosting,1.9097334862779622,-0.8331103809825962
Оренбургская область,A,HistGradientBoosting,4.208402265081436,-2.700390988333614
Орловская область,A,HistGradientBoosting,5.244174260332012,-2.977182448493887
Пензенская область,A,HistGradientBoosting,11.233212270659385,-2.9166237242931086
Пермский край,A,HistGradientBoosting,3.303139413904814,0.9288791573631473
Приморский край,A,HistGradientBoosting,6.080795517493544,2.9140800158283153
Псковская область,A,HistGradientBoosting,3.6566798172453456,-1.2909806557522483
Республика Адыгея (Адыгея),A,HistGradientBoosting,8.900249450385951,-1.2691618761508607
Республика Алтай,A,HistGradientBoosting,4.605785655658336,0.7374566799130265
Республика Башкортостан,A,HistGradientBoosting,3.782464461631497,1.196681973619298
Республика Бурятия,A,HistGradientBoosting,0.7752349755285378,0.32075932263272183
Республика Дагестан,A,HistGradientBoosting,4.318609036101727,1.6277158568904693
Республика Ингушетия,A,HistGradientBoosting,4.074669273608154,3.890811605439455
Республика Калмыкия,A,HistGradientBoosting,12.086366292134537,-1.4586366783242175
Республика Карелия,A,HistGradientBoosting,7.85540023172749,5.86818309304494
Республика Коми,A,HistGradientBoosting,6.538772212689313,2.37116142184412
Республика Марий Эл,A,HistGradientBoosting,6.105189002264157,-1.871753729866083
Республика Мордовия,A,HistGradientBoosting,3.489600665488151,-0.7457055417791237
Республика Саха (Якутия),A,HistGradientBoosting,4.427511682722231,3.002596686500695
Республика Северная Осетия - Алания,A,HistGradientBoosting,2.035678536624177,0.5337229120146242
Республика Татарстан (Татарстан),A,HistGradientBoosting,10.276009921008113,0.9031385224161625
Республика Тыва,A,HistGradientBoosting,4.315556517806189,3.254717423753379
Республика Хакасия,A,HistGradientBoosting,1.6456099342962478,-1.1462336813166296
Ростовская область,A,HistGradientBoosting,11.52135235685003,-4.292002020762031
Рязанская область,A,HistGradientBoosting,8.468332893124218,-3.753139720047907
Самарская область,A,HistGradientBoosting,5.535745631308912,-2.060565771704225
Саратовская область,A,HistGradientBoosting,10.423072482389957,-1.4866392432333313
Сахалинская область,A,HistGradientBoosting,3.9944085988608684,-1.5025778695750194
Свердловская область,A,HistGradientBoosting,7.056102834462344,4.419502085911428
Смоленская область,A,HistGradientBoosting,7.002139867295938,-3.924460383151415
Ставропольский край,A,HistGradientBoosting,4.939725812745752,-1.6828192086542593
Тамбовская область,A,HistGradientBoosting,13.016171145238786,-0.27340448728640815
Тверская область,A,HistGradientBoosting,4.9264840736583055,-1.3702845915688873
Томская область,A,HistGradientBoosting,4.660941763492436,0.43807335270182435
Тульская область,A,HistGradientBoosting,8.554845957066858,-2.71843670987483
Тюменская область,A,HistGradientBoosting,5.970306955720377,4.0632386851769615
Удмуртская Республика,A,HistGradientBoosting,6.29923783634685,0.327963735997938
Ульяновская область,A,HistGradientBoosting,5.55959216677585,-4.722830591580106
Хабаровский край,A,HistGradientBoosting,5.0895688812921644,-1.6848605921133366
Ханты-Мансийский автономный округ - Югра,A,HistGradientBoosting,8.828845012874122,-3.5001822975112464
Челябинская область,A,HistGradientBoosting,2.8614210481589635,1.3517480041331797
Чеченская Республика,A,HistGradientBoosting,4.39903129497914,0.8874451044375048
Чувашская Республика - Чувашия,A,HistGradientBoosting,5.599639664886806,-0.35597002205456657
Чукотский автономный округ,A,HistGradientBoosting,6.2491320347848065,-1.5107146052493228
Ямало-Ненецкий автономный округ,A,HistGradientBoosting,1.1115252829614308,-0.7365322496505865
Ярославская область,A,HistGradientBoosting,5.261520168441359,3.7056477182107046
город Москва,A,HistGradientBoosting,3.4097689220392198,2.4055427472334827
город Санкт-Петербург,A,HistGradientBoosting,4.403870301958052,1.9532296685142125
Алтайский край,B,HistGradientBoosting,14.664171212519937,3.086654044244089
Амурская область,B,HistGradientBoosting,10.427665202200803,1.009296239525586
Архангельская область,B,HistGradientBoosting,10.60667101701061,4.194422023179383
Астраханская область,B,HistGradientBoosting,7.163195678906252,1.44154370720569
Белгородская область,B,HistGradientBoosting,4.318095170573236,-1.6896840809944955
Брянская область,B,HistGradientBoosting,2.402746217699775,-1.0695646200472737
Владимирская область,B,HistGradientBoosting,10.283326044309383,0.6117756389922692
Волгоградская область,B,HistGradientBoosting,4.430747372954278,0.9385380969439238
Вологодская область,B,HistGradientBoosting,10.939174485378969,2.66727707166916
Воронежская область,B,HistGradientBoosting,4.233207920327583,-1.7730422278671598
Еврейская автономная область,B,HistGradientBoosting,4.166046769291281,-0.19865166275284096
Забайкальский край,B,HistGradientBoosting,8.423470817844754,2.985114651927655
Ивановская область,B,HistGradientBoosting,12.244993457869292,2.449681826802165
Иркутская область,B,HistGradientBoosting,11.424332920031652,2.4402779509333716
Кабардино-Балкарская Республика,B,HistGradientBoosting,3.1992192044570475,0.040597955510787376
Калининградская область,B,HistGradientBoosting,10.426917745783383,2.75323665925785
Калужская область,B,HistGradientBoosting,13.153763485860734,4.140091055890065
Камчатский край,B,HistGradientBoosting,9.298745586873924,1.7718245471318042
Карачаево-Черкесская Республика,B,HistGradientBoosting,4.302299650195628,-1.4382348464363315
Кемеровская область - Кузбасс,B,HistGradientBoosting,3.5001426061575818,-2.0892196933718643
Кировская область,B,HistGradientBoosting,8.614635372422642,3.47300699554221
Костромская область,B,HistGradientBoosting,11.938492360519968,3.3799667511554823
Краснодарский край,B,HistGradientBoosting,2.7415321938622985,0.29456204592493823
Красноярский край,B,HistGradientBoosting,9.234624541656798,1.5070786792089113
Курганская область,B,HistGradientBoosting,6.970074197065066,0.8824821197997293
Курская область,B,HistGradientBoosting,7.26107307775618,0.3624721835647531
Ленинградская область,B,HistGradientBoosting,5.040416851022495,1.2056394150544019
Липецкая область,B,HistGradientBoosting,4.928383005786474,-1.9595455210150596
Магаданская область,B,HistGradientBoosting,6.0613063884614915,0.6239867092176764
Московская область,B,HistGradientBoosting,7.138406091222074,0.17054407099732405
Мурманская область,B,HistGradientBoosting,9.65542258592414,3.437193279881088
Ненецкий автономный округ,B,HistGradientBoosting,15.399084354373093,3.3796436614469783
Нижегородская область,B,HistGradientBoosting,3.555678230882283,-1.3303137238941496
Новгородская область,B,HistGradientBoosting,9.830053209350043,4.375249553571272
Новосибирская область,B,HistGradientBoosting,10.307784019203561,1.850145769032208
Омская область,B,HistGradientBoosting,13.727328291163067,2.9791342186163923
Оренбургская область,B,HistGradientBoosting,11.065524565268506,2.614695994583194
Орловская область,B,HistGradientBoosting,9.52297285338105,2.768819345315654
Пензенская область,B,HistGradientBoosting,3.981892700610059,-1.937760829877942
Пермский край,B,HistGradientBoosting,12.148814054132513,4.053557904642226
Приморский край,B,HistGradientBoosting,11.49592706073406,2.4203544586297667
Псковская область,B,HistGradientBoosting,8.232910661793154,1.454079889121017
Республика Адыгея (Адыгея),B,HistGradientBoosting,1.4939171850540702,0.040464138578142794
Республика Алтай,B,HistGradientBoosting,12.269455286568776,0.402313267382245
Республика Башкортостан,B,HistGradientBoosting,3.0305232138659135,-1.1622427616124555
Республика Бурятия,B,HistGradientBoosting,10.012713947765262,0.9687992012977613
Республика Дагестан,B,HistGradientBoosting,1.1118450108249716,1.1118450108249716
Республика Ингушетия,B,HistGradientBoosting,4.2296254358469625,0.4385138271674145
Республика Калмыкия,B,HistGradientBoosting,13.351611263352368,4.397580232725805
Республика Карелия,B,HistGradientBoosting,7.906999609653084,4.865329461386026
Республика Коми,B,HistGradientBoosting,13.628708417785424,2.187552269358934
Республика Марий Эл,B,HistGradientBoosting,15.899517550600748,-0.6725960670191533
Республика Мордовия,B,HistGradientBoosting,1.8517855991977,-1.1621767450453602
Республика Саха (Якутия),B,HistGradientBoosting,15.95326080459702,-0.20350242845897762
Республика Северная Осетия - Алания,B,HistGradientBoosting,4.087793492222424,4.087793492222424
Республика Татарстан (Татарстан),B,HistGradientBoosting,3.0652778620016714,-0.7232296065353953
Республика Тыва,B,HistGradientBoosting,0.4985106986167174,-0.4985106986167174
Республика Хакасия,B,HistGradientBoosting,13.246211258937512,2.2487111856073247
Ростовская область,B,HistGradientBoosting,5.3080667766367755,-1.7235168205312796
Рязанская область,B,HistGradientBoosting,5.011183536965244,-1.4763167483034543
Самарская область,B,HistGradientBoosting,9.383641847500135,0.8913888041243258
Саратовская область,B,HistGradientBoosting,7.3477604316808955,-4.3599003612436755
Сахалинская область,B,HistGradientBoosting,12.313281854116937,1.7501647514041714
Свердловская область,B,HistGradientBoosting,8.824261628652671,1.2758696823189144
Смоленская область,B,HistGradientBoosting,9.421119754603145,3.052485039908111
Ставропольский край,B,HistGradientBoosting,3.499973359930607,0.8164835103551651
Тамбовская область,B,HistGradientBoosting,3.934768824441448,-0.5589699271939251
Тверская область,B,HistGradientBoosting,11.321067271943676,2.854843692596783
Томская область,B,HistGradientBoosting,10.568043486053906,3.81943716773837
Тульская область,B,HistGradientBoosting,4.6335877601535875,-0.5250165753639641
Тюменская область,B,HistGradientBoosting,1.175409388761156,0.8625746030855973
Удмуртская Республика,B,HistGradientBoosting,11.521996029593595,1.4281611608583866
Ульяновская область,B,HistGradientBoosting,14.017015056304215,-0.8599145585579482
Хабаровский край,B,HistGradientBoosting,13.405076039345708,3.6916635148261054
Ханты-Мансийский автономный округ - Югра,B,HistGradientBoosting,4.5267639945437805,-0.9639845473176459
Челябинская область,B,HistGradientBoosting,9.75413880393358,2.5730628897147185
Чеченская Республика,B,HistGradientBoosting,4.166105445254153,-1.43947493403397
Чувашская Республика - Чувашия,B,HistGradientBoosting,11.856544188092876,4.656814020516021
Чукотский автономный округ,B,HistGradientBoosting,6.558590142273123,3.2036345741608305
Ямало-Ненецкий автономный округ,B,HistGradientBoosting,2.539188560178457,-0.7282426070500753
Ярославская область,B,HistGradientBoosting,13.536491547384065,5.417337608035566
город Москва,B,HistGradientBoosting,15.13969302287991,1.6561725582890432
город Санкт-Петербург,B,HistGradientBoosting,8.35001931191632,3.9738606816898803
Алтайский край,A,XGBoost,5.535326075796043,2.5810040405597925
Амурская область,A,XGBoost,6.486013340479535,-2.9244723248164726
Архангельская область,A,XGBoost,6.465217424596655,3.525048119638235
Астраханская область,A,XGBoost,4.890953197607219,2.6538323570440543
Белгородская область,A,XGBoost,8.217691198239073,-2.649471313209341
Брянская область,A,XGBoost,12.091478825975296,-5.320970106822672
Владимирская область,A,XGBoost,5.269705190712615,-1.2756673567516839
Волгоградская область,A,XGBoost,6.052283939914012,-3.114692763831924
Вологодская область,A,XGBoost,6.6017320804050215,2.4088363789738576
Воронежская область,A,XGBoost,10.648253831986585,-2.9903609057359772
Еврейская автономная область,A,XGBoost,4.354940824985014,-0.34321464470093943
Забайкальский край,A,XGBoost,6.058659105064806,-1.7367403067661218
Ивановская область,A,XGBoost,1.9823233093815134,-0.7288939622871572
Иркутская область,A,XGBoost,3.916099885189405,-0.7000596233007776
Кабардино-Балкарская Республика,A,XGBoost,2.8929164972669414,1.3381073971365331
Калининградская область,A,XGBoost,6.076346250348444,-1.404566893037001
Калужская область,A,XGBoost,6.54545258430253,-2.9667125277891593
Камчатский край,A,XGBoost,6.135673594742424,0.638737755177114
Карачаево-Черкесская Республика,A,XGBoost,1.8872468591866258,1.8872468591866258
Кемеровская область - Кузбасс,A,XGBoost,3.8126351405204546,0.46457306359672934
Кировская область,A,XGBoost,6.904643097293871,-0.6609647996757056
Костромская область,A,XGBoost,4.84513599929155,1.3077715362045126
Краснодарский край,A,XGBoost,11.540288611538026,-2.2384624017661134
Красноярский край,A,XGBoost,7.148522108104443,2.4172977346443467
Курганская область,A,XGBoost,3.1591315170948024,0.2845177688311846
Курская область,A,XGBoost,8.778944462758707,-2.770267775815697
Ленинградская область,A,XGBoost,5.106060091919157,1.3878031590583788
Липецкая область,A,XGBoost,8.93548835685447,-3.44540206550997
Магаданская область,A,XGBoost,3.801593930184506,1.0617700478205652
Московская область,A,XGBoost,3.1200356128175795,1.8958369336865537
Мурманская область,A,XGBoost,7.180031890220348,4.778794233808906
Ненецкий автономный округ,A,XGBoost,4.214692540019835,-0.9651908265086485
Нижегородская область,A,XGBoost,10.465389326892193,-5.0695596458756516
Новгородская область,A,XGBoost,4.606763261444416,-1.1199943276499364
Новосибирская область,A,XGBoost,4.619463093953541,0.8345745127967668
Омская область,A,XGBoost,2.5870610269805048,-1.7168896799274929
Оренбургская область,A,XGBoost,4.413480199144526,-1.5900524853018017
Орловская область,A,XGBoost,5.206727866463987,-3.1513133648201674
Пензенская область,A,XGBoost,10.791286282977921,-2.676318647227779
Пермский край,A,XGBoost,2.5470584649075687,1.2738980229061496
Приморский край,A,XGBoost,6.171329925367654,2.9070190489794236
Псковская область,A,XGBoost,2.203097636524353,-0.4347455808414124
Республика Адыгея (Адыгея),A,XGBoost,10.5225171898444,-1.974885649789871
Республика Алтай,A,XGBoost,4.630547653842602,-1.3150541218585723
Республика Башкортостан,A,XGBoost,1.9748102028748271,0.41234413584237056
Республика Бурятия,A,XGBoost,2.9954989035295045,-2.328194679985049
Республика Дагестан,A,XGBoost,4.879416280654867,0.9436710782244188
Республика Ингушетия,A,XGBoost,6.218130494850937,6.218130494850937
Республика Калмыкия,A,XGBoost,13.202659345859715,0.18824097931535455
Республика Карелия,A,XGBoost,7.995709844461564,5.955805943445577
Республика Коми,A,XGBoost,7.523081367949341,-0.0404484356305872
Республика Марий Эл,A,XGBoost,6.07976740197861,-3.4991311608185813
Республика Мордовия,A,XGBoost,4.892943836138374,-1.8843675036950012
Республика Саха (Якутия),A,XGBoost,7.336249159839895,1.4099601622748554
Республика Северная Осетия - Алания,A,XGBoost,1.2864779772126724,1.2864779772126724
Республика Татарстан (Татарстан),A,XGBoost,11.208071887530698,-0.9854419696889268
Республика Тыва,A,XGBoost,2.6573637616103927,1.3248761225018106
Республика Хакасия,A,XGBoost,2.6649916698505094,-1.7634842145978726
Ростовская область,A,XGBoost,10.6815685708749,-3.7615071071201416
Рязанская область,A,XGBoost,8.353831260522659,-3.8508777364179365
Самарская область,A,XGBoost,5.327500042078356,-2.426937395699388
Саратовская область,A,XGBoost,9.845601512222531,-3.3661120420854727
Сахалинская область,A,XGBoost,3.3463718747832067,1.7087402297180603
Свердловская область,A,XGBoost,5.587973291534258,4.528706061334817
Смоленская область,A,XGBoost,4.848609473410028,-1.762041571244745
Ставропольский край,A,XGBoost,5.585591377944972,-0.9463658753947429
Тамбовская область,A,XGBoost,14.110389946265668,-2.0029511451682898
Тверская область,A,XGBoost,4.708373454330588,-1.052303444497691
Томская область,A,XGBoost,6.652899650679863,2.360947366195727
Тульская область,A,XGBoost,9.24988740965528,-4.211960456448442
Тюменская область,A,XGBoost,5.571874630762163,3.2418041049904236
Удмуртская Республика,A,XGBoost,6.8939303627680815,-1.3764482595119485
Ульяновская область,A,XGBoost,6.247530560768673,-4.639143291524314
Хабаровский край,A,XGBoost,5.977876598953198,-0.7136793343187703
Ханты-Мансийский автономный округ - Югра,A,XGBoost,8.433756628918426,-3.218369932540833
Челябинская область,A,XGBoost,3.167767729222481,0.9140007324125587
Чеченская Республика,A,XGBoost,4.979036141845668,-0.045414145922237026
Чувашская Республика - Чувашия,A,XGBoost,6.601885301157961,-0.9062924215800644
Чукотский автономный округ,A,XGBoost,5.466648629888595,-0.16656948569042504
Ямало-Ненецкий автономный округ,A,XGBoost,2.2700691514260165,-0.5737150441851758
Ярославская область,A,XGBoost,4.0582084525708595,1.770867632585637
город Москва,A,XGBoost,4.871327045287721,2.9346943460956845
город Санкт-Петербург,A,XGBoost,6.232270323048996,1.9556776293989415
Алтайский край,B,XGBoost,13.915094168348473,2.8368503657236825
Амурская область,B,XGBoost,9.863531553482291,1.5466156595221452
Архангельская область,B,XGBoost,9.045255038230009,5.1788175720812575
Астраханская область,B,XGBoost,4.50224590241988,1.1909333161412468
Белгородская область,B,XGBoost,2.2613290439329474,0.8078701659396034
Брянская область,B,XGBoost,1.8186577488647047,-0.998217207671899
Владимирская область,B,XGBoost,9.779955730811706,1.0471036435789436
Волгоградская область,B,XGBoost,1.4469771934148572,0.36350710454407437
Вологодская область,B,XGBoost,8.89492972265258,3.270383067631839
Воронежская область,B,XGBoost,5.86241012846255,-2.5138163516651586
Еврейская автономная область,B,XGBoost,4.424988883046579,-0.5293602949296309
Забайкальский край,B,XGBoost,7.799732677224843,3.847506938739885
Ивановская область,B,XGBoost,10.143983150861677,1.266324576054167
Иркутская область,B,XGBoost,11.453103127747541,2.487743307286735
Кабардино-Балкарская Республика,B,XGBoost,4.094367997824278,-2.234138865440189
Калининградская область,B,XGBoost,6.68308540875108,1.9420561546593529
Калужская область,B,XGBoost,9.12567094613266,2.8384541979657265
Камчатский край,B,XGBoost,10.329764309644476,3.726679205622363
Карачаево-Черкесская Республика,B,XGBoost,1.775534937228435,-0.13521727962252136
Кемеровская область - Кузбасс,B,XGBoost,4.470651478800229,0.04377991180040238
Кировская область,B,XGBoost,8.690959022207068,5.6048845632483335
Костромская область,B,XGBoost,12.420041184303926,3.414852598966977
Краснодарский край,B,XGBoost,1.8980704431053106,0.6230568288664736
Красноярский край,B,XGBoost,9.368767934749606,2.932964991389227
Курганская область,B,XGBoost,8.394491996977287,1.9825805343205285
Курская область,B,XGBoost,3.7340619813412954,0.6391521619885877
Ленинградская область,B,XGBoost,3.716398719177759,0.466463706775268
Липецкая область,B,XGBoost,3.9799647682330312,-0.9720803814257698
Магаданская область,B,XGBoost,4.788914498356177,-0.24357183930569745
Московская область,B,XGBoost,5.566663200558963,0.42502574262544623
Мурманская область,B,XGBoost,8.105891002650461,4.1207446814117255
Ненецкий автономный округ,B,XGBoost,14.76756328803087,3.9734147092064354
Нижегородская область,B,XGBoost,4.696121427403834,-1.4134360322004695
Новгородская область,B,XGBoost,10.462033747021165,4.933401073813093
